elevator,rooms,address,price,size
 senza ascensore,2 ,Bilocale a Abbiategrasso,500,55 
 senza ascensore,,Monolocale a Abbiategrasso,350,35 
 con ascensore,2 ,"Bilocale in via sansovino, 1, Romagna, Milano",1.200,80 
 con ascensore,2 ,"Bilocale in francesco sforza, Vittorio Emanuele-Augusto, Milano",1.350,60 
 con ascensore,3 ,"Trilocale in via Palmiro Togliatti, 57, Lacchiarella",650,90 
 con ascensore,3 ,"Trilocale in via panfilo castaldi, 32, Palestro, Milano",1.100,60 
 senza ascensore,2 ,"Bilocale in via Evangelista Torricelli, 10, Navigli-Porta Genova, Milano",850,45 
 con ascensore,2 ,"Bilocale in via torricelli, Navigli-Porta Genova, Milano",1.000,60 
,,"Appartamento su due piani in via monte popera, 16, Rogoredo-Santa Giulia, Milano",1.000,115 
 con ascensore,2 ,"Bilocale in via astolfo, Teodosio-Porpora, Milano",900,80 
 con ascensore,2 ,"Bilocale in via Lorenteggio, 24, Soderini, Milano",990,78 
 ,2 ,"Bilocale in via passaggio centrale, 5, Abbiategrasso",550,45 
 con ascensore,2 ,"Bilocale in via rubens, 3, Bande Nere, Milano",800,65 
,2 ,"Bilocale in via i maggio, s.n.c, Garbagnate Milanese",540,55 
 con ascensore,2 ,"Bilocale in ariosto, Ariosto-Magenta, Milano",1.200,55 
 con ascensore,4 ,"Attico in via quadronno, 16, Mercalli-Quadronno, Milano",3.100,160 
 con ascensore,6 ,"Appartamento in via venti settembre, Ariosto-Magenta, Milano",5.333,285 
 senza ascensore,2 ,"Bilocale in via privata Flumendosa, 10, Turro, Milano",900,75 
 con ascensore,3 ,"Trilocale in via milano, 3, Corsico",950,95 
 ,5 ,"Villa in frazione torretta, Arese",1.800,200 
 senza ascensore,,"Monolocale in Paolo Mantegazza, 29, Parabiago",450,50 
 con ascensore,,"Monolocale in via Pompeo Mariani, 4, Precotto, Milano",1.000,75 
 con ascensore,5 ,"Appartamento in via Bragadino, San Vittore-Washington, Milano",2.500,170 
 con ascensore,4 ,"Quadrilocale in via Eleuterio Pagliano, 37, Fiera, Milano",1.550,120 
 con ascensore,2 ,"Bilocale in piazzale Lodi, 10, Bligny-Toscana, Milano",600,80 
 con ascensore,5 ,"Appartamento in viale Zara, 116, Istria, Milano",1.800,150 
 con ascensore,2 ,"Bilocale in Brianza-Pasteur, Milano",700,70 
 con ascensore,3 ,"Trilocale in via iv novembre, 48, Corsico",750,60 
,6 ,"Villa in via berlinguer, Vernate",950,150 
 con ascensore,3 ,"Trilocale in via gustavo modena, Indipendenza-Regina Giovanna, Milano",2.200,130 
,4 ,"Quadrilocale in via piave, s.n.c, Vanzaghello",600,100 
 con ascensore,2 ,"Bilocale in piazzale corvetto - via marochetti, s.n.c, Corvetto, Milano",800,50 
 con ascensore,4 ,"Quadrilocale in via roncaglia, 13, San Vittore-Washington, Milano",2.084,130 
 ,5 ,"Appartamento in Ariosto-Magenta, Milano",4.085,200 
,2 ,"Bilocale in via don giovanni minzoni, 27, Bovisa, Milano",700,50 
 con ascensore,3 ,"Trilocale in via marsala, 9, Buccinasco",650,85 
 senza ascensore,3 ,"Trilocale in via ambrogio portaluppi, s.n.c, Naviglio Grande-Barona, Milano",800,65 
,8 ,"Villa in via luigi einaudi, 6, Vernate",2.600,400 
 con ascensore,2 ,"Bilocale in via filippo argelati, s.n.c, Navigli-Porta Genova, Milano",1.140,50 
 con ascensore,6 ,"Appartamento in via alberto da giussano, 17, Ariosto-Magenta, Milano",5.850,275 
 con ascensore,6 ,"Appartamento in via alberto da giussano, 17, Ariosto-Magenta, Milano",5.850,275 
 con ascensore,4 ,"Quadrilocale in via sardegna, 39, San Vittore-Washington, Milano",2.350,170 
,2 ,"Bilocale in via bernardino zenale, 11, San Vittore-Washington, Milano",1.650,70 
 con ascensore,4 ,"Quadrilocale in via arrigo boito, s.n.c, Duomo-Castello, Milano",2.750,151 
,2 ,"Bilocale in via don rodrigo, 6, Chiesa Rossa, Milano",800,70 
 con ascensore,3 ,"Trilocale in via san giovanni sul muro, 18, Zona Sant`Ambrogio-Università Cattolica, Milano",2.100,100 
 con ascensore,4 ,"Quadrilocale in via gerolamo tiraboschi, 8, Cinque Giornate-Montenero-Libia, Milano",2.500,150 
 con ascensore,2 ,"Bilocale in via francesco martinengo, 30, Sulmona, Milano",800,65 
 con ascensore,,"Monolocale in via doberdò, 32, Precotto, Milano",540,35 
 con ascensore,6 ,"Appartamento in via lorenzo mascheroni, s.n.c, Ariosto-Magenta, Milano",4.750,230 
 con ascensore,3 ,"Attico in via san giovanni sul muro, s.n.c, Zona Sant`Ambrogio-Università Cattolica, Milano",2.585,115 
 senza ascensore,2 ,"Bilocale in via ercole marelli, Centro, Sesto San Giovanni",500,40 
 con ascensore,4 ,"Quadrilocale in via gerolamo tiraboschi, 8, Cinque Giornate-Montenero-Libia, Milano",2.500,150 
 con ascensore,2 ,"Bilocale in via francesco martinengo, 30, Sulmona, Milano",800,65 
 con ascensore,,"Monolocale in via doberdò, 32, Precotto, Milano",540,35 
 con ascensore,6 ,"Appartamento in via lorenzo mascheroni, s.n.c, Ariosto-Magenta, Milano",4.750,230 
 con ascensore,3 ,"Attico in via san giovanni sul muro, s.n.c, Zona Sant`Ambrogio-Università Cattolica, Milano",2.585,115 
 senza ascensore,2 ,"Bilocale in via ercole marelli, Centro, Sesto San Giovanni",500,40 
 con ascensore,2 ,"Bilocale in via san marco, 1, Moscova-Repubblica, Milano",1.300,55 
 con ascensore,2 ,"Bilocale in via della resistenza, 11, Corsico",510,65 
 con ascensore,,"Monolocale in largo dei gelsomini, 2, Lorenteggio-Giambellino, Milano",600,45 
,3 ,"Trilocale in via enrico berlinguer, 22, Cornaredo",650,80 
 con ascensore,2 ,"Bilocale in corso lodi, 69, Brenta, Milano",830,45 
 con ascensore,3 ,"Trilocale in via vincenzo foppa, 21, Solari-Savona-Tortona, Milano",1.250,100 
,2 ,"Bilocale in piazza europa, s.n.c, Arluno",530,75 
,2 ,"Bilocale in via trieste, 1, Cassina de' Pecchi",750,70 
 senza ascensore,3 ,"Trilocale in via milano, 25, Cologno Monzese",750,75 
 con ascensore,2 ,"Bilocale in via privata leopoldo gasparotto, 5, Centrale, Milano",700,50 
,2 ,"Bilocale in corso di porta romana, s.n.c, Vetra-Missori, Milano",1.500,75 
 con ascensore,2 ,"Bilocale in Navigli-Porta Genova, Milano",880,60 
 con ascensore,2 ,"Bilocale in via andrea doria, 8, Centrale, Milano",800,40 
 senza ascensore,,"Monolocale in via panfilo castaldi, s.n.c, Palestro, Milano",750,30 
 ,2 ,"Bilocale in via san martino, s.n.c, Mercalli-Quadronno, Milano",1.100,50 
 con ascensore,4 ,"Quadrilocale in Area Novegro-San Felice, Segrate",1.000,140 
,,"Monolocale in vicolo Romani, s.n.c, Bollate",450,30 
 con ascensore,3 ,"Trilocale in via carlo carrà, Bovisasca, Milano",1.000,85 
 con ascensore,3 ,"Trilocale in via fabio filzi, s.n.c, Bareggio",600,70 
,2 ,"Bilocale in via giovanni battista boeri, s.n.c, Cermenate-Meda, Milano",750,75 
 senza ascensore,2 ,"Bilocale in via ercole marelli, Centro, Sesto San Giovanni",500,40 
 senza ascensore,2 ,"Bilocale in via assunta, 81, Cernusco sul Naviglio",600,75 
 con ascensore,2 ,"Bilocale in via andrea costa, s.n.c, Teodosio-Porpora, Milano",1.000,75 
 con ascensore,2 ,"Bilocale in corso di porta romana, s.n.c, Mercalli-Quadronno, Milano",850,50 
 con ascensore,4 ,"Quadrilocale in via gran sasso, Romagna, Milano",1.300,120 
 con ascensore,2 ,"Bilocale in via albino, Inganni, Milano",900,75 
 con ascensore,3 ,"Trilocale in piazza aspromonte, 51, Romagna, Milano",1.100,80 
 senza ascensore,2 ,"Bilocale in piazza aspromonte, 43, Romagna, Milano",750,55 
 con ascensore,3 ,"Trilocale in via achille maiocchi, 11, Abruzzi, Milano",1.650,94 
 con ascensore,4 ,"Quadrilocale in via gustavo modena, 25, Indipendenza-Regina Giovanna, Milano",2.000,131 
 con ascensore,2 ,"Bilocale in via degli scipioni, s.n.c, Abruzzi, Milano",1.000,60 
 senza ascensore,4 ,"Quadrilocale in piazzale dateo, s.n.c, Indipendenza-Regina Giovanna, Milano",1.500,120 
 con ascensore,3 ,"Trilocale in via severino boezio, Portello-Tre Torri, Milano",1.500,150 
 con ascensore,4 ,"Quadrilocale in via dei pellegrini, Mercalli-Quadronno, Milano",1.500,130 
,2 ,"Bilocale in Palestro, Milano",1.350,70 
 con ascensore,2 ,"Bilocale in via andrea appiani, 3, Moscova-Repubblica, Milano",1.050,65 
 ,,"Monolocale in via col di lana, s.n.c, Bligny-Toscana, Milano",630,30 
 con ascensore,3 ,"Trilocale in via carlo darwin, 8, Navigli-Porta Genova, Milano",1.470,110 
 con ascensore,3 ,"Trilocale in via solari, s.n.c, Solari-Savona-Tortona, Milano",1.600,80 
 con ascensore,2 ,"Bilocale in piazza grandi giuseppe, 4, Martini-Cuoco, Milano",1.000,65 
 con ascensore,3 ,"Trilocale in piazza grandi giuseppe, 4, Martini-Cuoco, Milano",1.300,80 
,3 ,"Trilocale in Città Studi, Milano",1.200,90 
,3 ,"Trilocale in via isonzo, s.n.c, Sedriano",630,100 
 con ascensore,2 ,"Bilocale in via padana superiore, 30, Vimodrone",850,63 
 con ascensore,3 ,"Trilocale in Gallaratese, Milano",880,80 
 ,3 ,"Trilocale in Mercalli-Quadronno, Milano",1.300,70 
 senza ascensore,,"Monolocale in via lazzaro papi, s.n.c, Cinque Giornate-Montenero-Libia, Milano",800,35 
,2 ,"Bilocale in via san martino, s.n.c, Mercalli-Quadronno, Milano",900,45 
 con ascensore,2 ,"Bilocale in via domenico cucchiari, 15, Govone, Milano",775,75 
,4 ,"Villa in via campo gallo, 49, Arese",1.980,200 
,4 ,Quadrilocale a Vaprio d'Adda,950,160 
 ,3 ,"Trilocale in via ponte nuovo, 22, Crescenzago, Milano",750,70 
 con ascensore,3 ,"Trilocale in via della commenda, s.n.c, Tribunale, Milano",1.835,100 
 con ascensore,3 ,"Trilocale in Palestro, Milano",1.916,98 
 con ascensore,2 ,"Bilocale in via domenico cucchiari, 15, Govone, Milano",775,75 
,4 ,"Villa in via campo gallo, 49, Arese",1.980,200 
,4 ,Quadrilocale a Vaprio d'Adda,950,160 
 ,3 ,"Trilocale in via ponte nuovo, 22, Crescenzago, Milano",750,70 
 con ascensore,3 ,"Trilocale in via della commenda, s.n.c, Tribunale, Milano",1.835,100 
 con ascensore,3 ,"Trilocale in Palestro, Milano",1.916,98 
 con ascensore,3 ,"Trilocale in via ungheria, Rogoredo-Santa Giulia, Milano",1.000,85 
 con ascensore,4 ,"Quadrilocale in via malakoff, Corsico",1.500,160 
,2 ,"Bilocale in via emilio gola, 16, Navigli-Porta Genova, Milano",800,62 
,2 ,"Bilocale in via donatello, s.n.c, Romagna, Milano",535,50 
 senza ascensore,2 ,"Bilocale in via plinio, s.n.c, Abruzzi, Milano",830,55 
 con ascensore,2 ,"Bilocale in via giorgio washington, s.n.c, San Vittore-Washington, Milano",1.100,65 
 ,4 ,"Quadrilocale in via san paolino, 12, Boffalora-Torretta, Milano",450,105 
 con ascensore,2 ,Bilocale a Peschiera Borromeo,700,80 
,3 ,"Trilocale in via enrico berlinguer, 22, Cornaredo",650,85 
 senza ascensore,4 ,"Quadrilocale in via francesco baracca, s.n.c, Magnago",720,130 
 con ascensore,2 ,"Bilocale in piazza gian lorenzo bernini, 6, Romagna, Milano",1.050,65 
 con ascensore,2 ,"Appartamento su due piani in corso como, 9, Garibaldi-Isola, Milano",1.400,78 
,5 ,"Villetta bifamiliare in via fratelli signorelli, Garbagnate Milanese",1.550,200 
 senza ascensore,,"Monolocale in angelo della pergola, 10, Garibaldi-Isola, Milano",700,38 
 con ascensore,,"Monolocale in piazza ferravilla, 1, Crocetta-Parco Nord, Cinisello Balsamo",430,38 
 con ascensore,2 ,"Bilocale in via carlo farini, 6, Garibaldi-Isola, Milano",1.000,70 
 con ascensore,3 ,"Trilocale in via strasburgo, 3, San Donato Milanese",1.350,100 
,2 ,"Bilocale in via rosa massara de capitani, 5, Dergano, Milano",600,50 
 con ascensore,3 ,"Trilocale in via achille maiocchi, 11, Abruzzi, Milano",1.650,100 
,2 ,"Bilocale in via luigi ornato, 17, Niguarda, Milano",600,55 
 ,5 ,"Appartamento in via roma, 17, Cesate",1.000,180 
 con ascensore,2 ,"Bilocale in via privata giuseppe ugolini, Cà Granda, Milano",900,70 
,3 ,"Trilocale in via generale cantore, s.n.c, Magnago",500,100 
 senza ascensore,2 ,"Bilocale in via virgilio ranzato, 16, Precotto, Milano",570,50 
,2 ,"Bilocale in via rosa massara de capitani, 5, Dergano, Milano",600,50 
 con ascensore,3 ,"Trilocale in via achille maiocchi, 11, Abruzzi, Milano",1.650,100 
,2 ,"Bilocale in via luigi ornato, 17, Niguarda, Milano",600,55 
 ,5 ,"Appartamento in via roma, 17, Cesate",1.000,180 
 con ascensore,2 ,"Bilocale in via privata giuseppe ugolini, Cà Granda, Milano",900,70 
,3 ,"Trilocale in via generale cantore, s.n.c, Magnago",500,100 
 senza ascensore,2 ,"Bilocale in via virgilio ranzato, 16, Precotto, Milano",570,50 
 con ascensore,2 ,"Bilocale in apelle, 74, Precotto, Milano",620,50 
 senza ascensore,2 ,"Bilocale in via roma, 10, Basiano",500,75 
 con ascensore,2 ,"Bilocale in via carlo goldoni, 84, Indipendenza-Regina Giovanna, Milano",850,45 
 con ascensore,4 ,"Quadrilocale in corso di porta vittoria, s.n.c, Tribunale, Milano",2.685,150 
 con ascensore,4 ,"Quadrilocale in via canova, s.n.c, Sempione, Milano",2.100,120 
 ,3 ,"Villetta a schiera in villaggio ina, 55, Cesate",1.000,160 
 con ascensore,2 ,"Bilocale in via filippo turati, s.n.c, Arluno",500,50 
 con ascensore,2 ,"Bilocale in via ugo pisa, s.n.c, Inganni, Milano",800,65 
 con ascensore,3 ,"Appartamento su due piani in via sarca, s.n.c, Cà Granda, Milano",1.000,130 
,8 ,"Casa indipendente in via einaudi, 6, Vernate",2.600,500 
 con ascensore,4 ,"Quadrilocale in via gran sasso, 7, Romagna, Milano",1.650,120 
 senza ascensore,3 ,"Trilocale in via ciro menotti, 4, Indipendenza-Regina Giovanna, Milano",1.250,80 
 con ascensore,2 ,"Bilocale in piazza aspromonte, 51, Romagna, Milano",720,50 
 con ascensore,,"Monolocale in via petrarca, 7, Ariosto-Magenta, Milano",850,30 
 con ascensore,2 ,"Bilocale in via liguria, 141, San Bernardino-Ospedale Nuovo, Legnano",550,60 
 con ascensore,,Monolocale a Peschiera Borromeo,680,75 
 con ascensore,4 ,Quadrilocale a Peschiera Borromeo,1.000,130 
 con ascensore,7 ,"Appartamento in via sacchi, 3, Duomo-Castello, Milano",4.900,220 
 con ascensore,4 ,"Attico in via atto vannucci, s.n.c, Bligny-Toscana, Milano",2.500,140 
 ,,"Monolocale in via mincio, 12, San Donato Milanese",550,36 
 con ascensore,3 ,"Trilocale in Abruzzi, Milano",2.083,95 
 con ascensore,2 ,"Bilocale in via privata pisino, s.n.c, Gorla, Milano",700,60 
,2 ,"Bilocale in via felice bellotti, s.n.c, Indipendenza-Regina Giovanna, Milano",750,45 
 con ascensore,2 ,"Bilocale in via aldo moro, 8, Cusago",700,70 
 con ascensore,2 ,"Bilocale in via fabio filzi, 41, Centrale, Milano",1.000,50 
 con ascensore,2 ,"Bilocale in via marche, s.n.c, Istria, Milano",950,75 
 con ascensore,2 ,"Bilocale in via marche, s.n.c, Istria, Milano",900,75 
,3 ,"Trilocale in via gaetano donizetti, 36, Palestro, Milano",4.125,170 
 con ascensore,4 ,"Quadrilocale in via vincenzo bellini, 15, Palestro, Milano",3.625,140 
 con ascensore,7 ,"Appartamento in via gabrio serbelloni, 7, Palestro, Milano",10.107,370 
 con ascensore,3 ,"Trilocale in via gabrio serbelloni, 7, Palestro, Milano",2.294,80 
,2 ,"Bilocale in via liberazione, 31, Peschiera Borromeo",700,70 
,2 ,"Bilocale in via fratelli bozzi, 18, Axum-San Carlo, Milano",800,40 
 con ascensore,2 ,"Bilocale in via solferino, 18, Moscova-Repubblica, Milano",1.300,65 
 con ascensore,2 ,"Bilocale in via sandro botticelli, 34, Città Studi, Milano",900,95 
 con ascensore,,"Monolocale in via raffaello bertieri, s.n.c, Soderini, Milano",620,40 
,2 ,"Bilocale in via volvinio, s.n.c, Chiesa Rossa, Milano",650,35 
,2 ,"Bilocale in piazzale luigi cadorna, s.n.c, Duomo-Castello, Milano",2.083,98 
 con ascensore,2 ,"Bilocale in via marco greppi, 10, Martini-Cuoco, Milano",716,75 
 con ascensore,2 ,"Bilocale in via sarca, 77, Cà Granda, Milano",650,60 
 con ascensore,3 ,"Trilocale in via piave, 29, Palestro, Milano",1.850,85 
 con ascensore,3 ,"Trilocale in via piranesi, s.n.c, Argonne-Corsica, Milano",1.200,90 
 con ascensore,5 ,"Appartamento in via quadronno, Mercalli-Quadronno, Milano",3.500,200 
 con ascensore,,"Monolocale in via daniel bovet, 5, Opera",600,40 
 con ascensore,2 ,"Bilocale in corso xxii marzo, 12, Cinque Giornate-Montenero-Libia, Milano",900,60 
 con ascensore,3 ,"Trilocale in piazzale di porta lodovica, s.n.c, Bligny-Toscana, Milano",1.750,135 
 con ascensore,,"Monolocale in via golfo degli aranci, s.n.c, Gorla, Milano",500,35 
 con ascensore,,"Monolocale in Garibaldi-Isola, Milano",1.000,45 
 con ascensore,2 ,"Bilocale in via gioia melchiorre, 55, Garibaldi-Isola, Milano",780,70 
 con ascensore,4 ,"Quadrilocale in via san mirocle, Rogoredo-Santa Giulia, Milano",1.300,130 
 con ascensore,2 ,"Bilocale in via donna prassede, 14, Chiesa Rossa, Milano",800,65 
 con ascensore,3 ,"Trilocale in via marche, 26, Pieve Emanuele",700,80 
 con ascensore,,"Monolocale in via privata san mansueto, s.n.c, Bligny-Toscana, Milano",500,25 
 con ascensore,,"Monolocale in via golfo degli aranci, s.n.c, Gorla, Milano",500,35 
 con ascensore,,"Monolocale in Garibaldi-Isola, Milano",1.000,45 
 con ascensore,2 ,"Bilocale in via gioia melchiorre, 55, Garibaldi-Isola, Milano",780,70 
 con ascensore,4 ,"Quadrilocale in via san mirocle, Rogoredo-Santa Giulia, Milano",1.300,130 
 con ascensore,2 ,"Bilocale in via donna prassede, 14, Chiesa Rossa, Milano",800,65 
 con ascensore,3 ,"Trilocale in via marche, 26, Pieve Emanuele",700,80 
 con ascensore,,"Monolocale in via privata san mansueto, s.n.c, Bligny-Toscana, Milano",500,25 
 senza ascensore,3 ,"Trilocale in via lazzaro papi, s.n.c, Cinque Giornate-Montenero-Libia, Milano",1.190,70 
 con ascensore,2 ,"Bilocale in via arcivescovo calabiana, s.n.c, Ortles, Milano",700,55 
 con ascensore,2 ,"Bilocale in via gerolamo arganini, 30, Niguarda, Milano",650,65 
 con ascensore,3 ,Trilocale a San Donato Milanese,1.500,95 
 con ascensore,3 ,Trilocale a San Donato Milanese,1.400,118 
 con ascensore,4 ,"Quadrilocale in via berna, 10, Inganni, Milano",1.300,140 
 con ascensore,2 ,"Bilocale in via lodovico il moro, 85, Naviglio Grande-Barona, Milano",750,55 
 con ascensore,2 ,"Bilocale in via laurana, Istria, Milano",900,70 
 con ascensore,5 ,"Appartamento in via vittorio emanuele orlando, 32, Gratosoglio, Milano",1.200,110 
,,"Monolocale in via beatrice d'este, s.n.c, Mercalli-Quadronno, Milano",400,25 
 con ascensore,3 ,"Trilocale in via piave, s.n.c, Palestro, Milano",1.666,85 
,3 ,"Trilocale in via eugenio vaina, s.n.c, Mercalli-Quadronno, Milano",1.500,104 
 con ascensore,2 ,"Bilocale in via eustachi, s.n.c, Abruzzi, Milano",800,50 
 con ascensore,3 ,"Trilocale in ascanio sforza, Navigli-Porta Genova, Milano",1.500,100 
,2 ,"Bilocale in via mameli, 2, Cassano d'Adda",550,60 
,3 ,"Trilocale in via guido rossa, 28, Buccinasco",850,75 
,2 ,"Bilocale in via nino nanetti, 20, Buccinasco",750,65 
 con ascensore,3 ,"Trilocale in via guido gozzano, 3, Teodosio-Porpora, Milano",1.900,120 
 ,2 ,"Bilocale in via magenta, 16, Melzo",450,55 
 con ascensore,3 ,"Trilocale in cufra, 17, Istria, Milano",1.100,90 
 con ascensore,3 ,"Trilocale in corso di Porta Romana, 121, Tribunale, Milano",1.500,74 
 con ascensore,,"Monolocale in via vespri siciliani, 25, Lorenteggio-Giambellino, Milano",537,35 
,2 ,"Bilocale in Olmi-Muggiano, Milano",690,70 
 con ascensore,4 ,"Quadrilocale in Govone, Milano",1.833,130 
 con ascensore,2 ,"Bilocale in via washington giorgio, 5, San Vittore-Washington, Milano",1.250,70 
,,"Monolocale in via giulio uberti, 39, Indipendenza-Regina Giovanna, Milano",583,35 
,3 ,"Trilocale in via massimo gorky, 41, San Giuliano Milanese",1.100,120 
 con ascensore,5 ,"Appartamento in via savona, Solari-Savona-Tortona, Milano",1.900,140 
 con ascensore,4 ,"Quadrilocale in via napo torriani, Centrale, Milano",1.800,130 
 con ascensore,2 ,"Bilocale in via privata angera, s.n.c, Greco-Villaggio dei Giornalisti, Milano",900,80 
 con ascensore,,"Monolocale in rucellai, 20, Precotto, Milano",550,35 
 con ascensore,2 ,"Bilocale in via luisa battistotti sassi, 13, Argonne-Corsica, Milano",850,60 
