size,elevator,address,rooms,price
120 , con ascensore,"Quadrilocale in via antonio gramsci, 15, Opera",4 ,255.000
74 ,,"Bilocale in piazza santa maria beltrade, 1, Vetra-Missori, Milano",2 ,560.000
150 , con ascensore,Appartamento a Arese,6 ,475.000
200 , con ascensore,"Attico in via manfredo camperio, 9, Duomo-Castello, Milano",5 ,1.650.000
55 ,,"Bilocale in Teodosio-Porpora, Milano",2 ,143.000
150 , con ascensore,"Trilocale in via piero della francesca, s.n.c, Sempione, Milano",3 ,885.000
90 , con ascensore,"Trilocale in via giuseppe verdi, 7, Opera",3 ,158.000
65 , con ascensore,"Bilocale in via antonio kramer, 19, Indipendenza-Regina Giovanna, Milano",2 ,460.000
65 , con ascensore,"Bilocale in via antonio kramer, 19, Indipendenza-Regina Giovanna, Milano",2 ,450.000
100 , con ascensore,"Quadrilocale in via giuseppe compagnoni, s.n.c, Indipendenza-Regina Giovanna, Milano",4 ,430.000
50 , senza ascensore,"Bilocale in via cosenza, 6, Martini-Cuoco, Milano",2 ,119.000
180 ,,"Appartamento su due piani in via f.lli cervi, Pantigliate",5 ,520.000
55 ,,"Bilocale in via quinto romano, s.n.c, Baggio, Milano",2 ,100.000
100 ,,"Trilocale in via eugenio curiel, 228, Rozzano",3 ,250.000
65 , senza ascensore,"Bilocale in via ugo betti, s.n.c, Gallaratese, Milano",2 ,123.000
180 ,,"Quadrilocale in Sant'Erasmo-Ospedale Vecchio, Legnano",4 ,293.000
65 ,,"Bilocale in Inganni, Milano",2 ,249.000
60 ,,Bilocale a Magenta,2 ,50.000
100 , con ascensore,"Trilocale in via giuseppe mazzini, 15, Opera",3 ,160.000
190 ,,Quadrilocale a Vimodrone,4 ,479.000
82 , con ascensore,"Trilocale in via paolo emilio taviani, 5, Pozzo d'Adda",3 ,129.000
108 , con ascensore,"Trilocale in via trento, 43, Area Lavanderie-Redecesio, Segrate",3 ,275.292
90 ,,"Bilocale in via giulio cesare procaccini, 12, Cenisio-Sarpi, Milano",2 ,387.000
100 , con ascensore,"Trilocale in via cinque maggio, 19, Quarto Oggiaro-Euromilano, Milano",3 ,190.000
108 , con ascensore,"Trilocale in via trento, 43, Area Lavanderie-Redecesio, Segrate",3 ,285.885
80 , senza ascensore,"Trilocale in via giulio cesare procaccini, 12, Cenisio-Sarpi, Milano",3 ,360.000
90 , con ascensore,"Trilocale in via giordano bruno, Cenisio-Sarpi, Milano",3 ,348.000
105 , con ascensore,"Trilocale in via roma, 112, Cesano Boscone",3 ,265.000
65 , con ascensore,"Bilocale in via davide campari, 1, Rondinella-Baraggia-Restellone, Sesto San Giovanni",2 ,270.000
49 , con ascensore,"Bilocale in Quarto Oggiaro-Euromilano, Milano",2 ,89.000
67 ,,"Bilocale in Quarto Oggiaro-Euromilano, Milano",2 ,89.000
46 , con ascensore,"Monolocale in Quarto Oggiaro-Euromilano, Milano",,85.000
81 , con ascensore,"Trilocale in Quarto Oggiaro-Euromilano, Milano",3 ,190.000
80 ,,"Trilocale in Quarto Oggiaro-Euromilano, Milano",3 ,210.000
127 , con ascensore,"Trilocale in fratelli cervi, Milano Due, Segrate",3 ,430.000
50 , con ascensore,"Bilocale in piazzale loreto, Brianza-Pasteur, Milano",2 ,125.000
481 ,,"Appartamento in San Siro, Milano",10 ,1.411.475
118 , con ascensore,"Trilocale in via sarca, 324, Bicocca, Milano",3 ,338.500
194 , con ascensore,"Quadrilocale in via sarca, 324, Bicocca, Milano",4 ,560.000
113 , con ascensore,"Trilocale in via sarca, 324, Bicocca, Milano",3 ,309.000
111 , con ascensore,"Trilocale in via sarca, 324, Bicocca, Milano",3 ,313.500
140 ,,Villa a Magenta,4 ,315.000
76 , con ascensore,"Trilocale in via valtellina, Paderno Dugnano",3 ,115.000
70 , con ascensore,"Bilocale in via carlo perini, 21, Quarto Oggiaro-Euromilano, Milano",2 ,174.000
65 , con ascensore,"Trilocale in via giovanni giolitti, 3, San Giuliano Milanese",3 ,156.000
108 , con ascensore,"Trilocale in via trento, 43, Area Lavanderie-Redecesio, Segrate",3 ,285.885
137 , con ascensore,"Attico in via trento, 43, Area Lavanderie-Redecesio, Segrate",4 ,365.085
112 , con ascensore,"Trilocale in via trento, 43, Area Lavanderie-Redecesio, Segrate",3 ,266.625
70 ,,"Bilocale in via po, 25, Rondò-Torretta, Sesto San Giovanni",2 ,220.000
67 , senza ascensore,"Trilocale in via cadorna, Paderno Dugnano",3 ,175.000
140 ,,"Appartamento su due piani in via selvanesco, s.n.c, Gratosoglio, Milano",,330.000
98 ,,"Trilocale in Dei Parchi-Cascina Gatti-Parpagliona, Sesto San Giovanni",3 ,185.000
55 , con ascensore,"Bilocale in Bovisa, Milano",2 ,185.000
65 , con ascensore,"Bilocale in via davide campari, 1, Rondinella-Baraggia-Restellone, Sesto San Giovanni",2 ,275.000
108 , con ascensore,"Trilocale in via davide campari, 1, Rondinella-Baraggia-Restellone, Sesto San Giovanni",3 ,415.000
119 , con ascensore,"Trilocale in via davide campari, 1, Rondinella-Baraggia-Restellone, Sesto San Giovanni",3 ,515.000
119 , con ascensore,"Trilocale in via davide campari, 1, Rondinella-Baraggia-Restellone, Sesto San Giovanni",3 ,510.000
139 , con ascensore,"Trilocale in via davide campari, 1, Rondinella-Baraggia-Restellone, Sesto San Giovanni",3 ,695.000
105 ,,"Trilocale in via monza, 355, Precotto, Milano",3 ,234.000
150 ,,"Quadrilocale in Precotto, Milano",4 ,380.000
90 , senza ascensore,"Appartamento su due piani in corso di porta ticinese, s.n.c, Mercalli-Quadronno, Milano",3 ,420.000
80 ,,"Bilocale in Dei Parchi-Cascina Gatti-Parpagliona, Sesto San Giovanni",2 ,165.000
159 , con ascensore,"Trilocale in Navigli-Porta Genova, Milano",3 ,480.000
200 , con ascensore,"Attico in Rondinella-Baraggia-Restellone, Sesto San Giovanni",4 ,490.000
75 , con ascensore,"Trilocale in via masolino da panicale, 2, Varesina-Testori, Milano",3 ,178.000
81 , con ascensore,"Trilocale in via certosa, 310, Varesina-Testori, Milano",3 ,235.000
60 , ,"Bilocale in via monza, Brianza-Pasteur, Milano",2 ,145.000
130 , con ascensore,"Trilocale in foppa, Solari-Savona-Tortona, Milano",3 ,565.000
154 , con ascensore,"Appartamento in via cassano d'adda, 14, Ortles, Milano",5 ,445.000
150 , con ascensore,"Appartamento in via papiniano, s.n.c, San Vittore-Washington, Milano",5 ,900.000
35 , con ascensore,"Monolocale in via padova, 320, Crescenzago, Milano",,84.000
85 ,,"Trilocale in via mauro macchi, Centrale, Milano",3 ,270.000
53 , con ascensore,Bilocale a Parabiago,2 ,97.000
140 , con ascensore,"Attico in via trento, 43, Area Lavanderie-Redecesio, Segrate",4 ,376.000
108 , con ascensore,"Trilocale in via trento, 43, Area Lavanderie-Redecesio, Segrate",3 ,277.200
137 , con ascensore,"Attico in via trento, 43, Area Lavanderie-Redecesio, Segrate",4 ,365.085
105 , con ascensore,"Trilocale in via gottlieb wilhelm daimler, 2, Musocco, Milano",3 ,265.000
104 , con ascensore,"Trilocale in via gottlieb wilhelm daimler, 2, Musocco, Milano",3 ,255.000
85 , con ascensore,"Trilocale in via gottlieb wilhelm daimler, 2, Musocco, Milano",3 ,215.000
76 , con ascensore,"Bilocale in via gottlieb wilhelm daimler, 2, Musocco, Milano",2 ,210.000
117 , con ascensore,"Trilocale in piazza san babila, s.n.c, Vittorio Emanuele-Augusto, Milano",3 ,945.000
85 , con ascensore,"Attico in via degli orti, 11, Arese",,150.000
118 , con ascensore,"Trilocale in via sarca, 324, Bicocca, Milano",3 ,326.000
72 , con ascensore,"Bilocale in via sarca, 324, Bicocca, Milano",2 ,219.000
75 , con ascensore,"Trilocale in via giovanni giolitti, 3, San Giuliano Milanese",3 ,185.000
50 , senza ascensore,"Bilocale in via antonio mambretti, 14, Quarto Oggiaro-Euromilano, Milano",2 ,75.000
52 , con ascensore,"Bilocale in via baldo degli ubaldi, 9, Varesina-Testori, Milano",2 ,140.000
220 , con ascensore,"Attico in coari, 11, Vigentino, Milano",4 ,650.000
100 , con ascensore,"Trilocale in via eugenio curiel, s.n.c, Corsico",3 ,135.000
95 , con ascensore,"Trilocale in piazza generale carlo alberto dalla chiesa, s.n.c, Cesano Boscone",3 ,200.000
170 ,,"Villa in via giacomo puccini, Settala",4 ,389.000
70 ,,"Bilocale in via antonio mambretti, 22, Quarto Oggiaro-Euromilano, Milano",2 ,135.000
60 , con ascensore,"Bilocale in via panfilo nuvolone, 21, Varesina-Testori, Milano",2 ,168.000
100 , con ascensore,"Trilocale in via eugenio curiel, s.n.c, Corsico",3 ,135.000
80 , con ascensore,"Bilocale in via monza, Brianza-Pasteur, Milano",2 ,195.000
110 , con ascensore,"Trilocale in via barnaba oriani, 47, Varesina-Testori, Milano",3 ,299.000
106 , con ascensore,"Trilocale in via barnaba oriani, 47, Varesina-Testori, Milano",3 ,315.000
60 , con ascensore,"Bilocale in via rotondi, Paderno Dugnano",2 ,149.000
80 , senza ascensore,"Trilocale in Rondinella-Baraggia-Restellone, Sesto San Giovanni",3 ,149.000
50 , ,"Bilocale in via monza, Brianza-Pasteur, Milano",2 ,105.000
105 ,,"Trilocale in via guido cavalcanti, Brianza-Pasteur, Milano",3 ,240.000
170 , con ascensore,"Appartamento in via monza, Brianza-Pasteur, Milano",5 ,460.000
105 , con ascensore,"Quadrilocale in via emilio alessandrini, Pioltello",4 ,147.000
100 , con ascensore,"Trilocale in Naviglio Grande-Barona, Milano",3 ,385.000
123 , con ascensore,"Quadrilocale in via carlo alberto dalla chiesa, Pioltello",4 ,189.000
95 , con ascensore,"Attico in via pietro nenni, 67, Locate Triulzi",3 ,208.000
75 , con ascensore,"Bilocale in via ambrogio binda, 11, Naviglio Grande-Barona, Milano",2 ,155.000
100 ,,"Trilocale in via fratelli di dio, 182, Dei Parchi-Cascina Gatti-Parpagliona, Sesto San Giovanni",3 ,180.000
174 ,,"Appartamento in via barnaba oriani, 47, Varesina-Testori, Milano",5 ,560.000
70 , con ascensore,"Bilocale in via ferrante aporti, Brianza-Pasteur, Milano",2 ,175.000
95 , con ascensore,"Trilocale in via giuseppe verdi, 8, Pieve Emanuele",3 ,139.000
265 , con ascensore,"Appartamento su due piani in via giuseppe frua, 3, San Vittore-Washington, Milano",9 ,1.695.000
45 , senza ascensore,"Bilocale in via giuseppe garibaldi, 21, Cinisello, Cinisello Balsamo",2 ,80.000
175 , con ascensore,"Appartamento in via muratori, 26, Cinque Giornate-Montenero-Libia, Milano",5 ,690.000
45 , senza ascensore,"Bilocale in via bernardino verro, Vigentino, Milano",2 ,92.000
143 , con ascensore,"Quadrilocale in via davide campari, 1, Rondinella-Baraggia-Restellone, Sesto San Giovanni",4 ,499.000
65 , con ascensore,"Bilocale in via davide campari, 1, Rondinella-Baraggia-Restellone, Sesto San Giovanni",2 ,263.000
57 ,,"Bilocale in Dei Parchi-Cascina Gatti-Parpagliona, Sesto San Giovanni",2 ,165.000
170 ,,"Trilocale in via nicola d'apulia, s.n.c, Brianza-Pasteur, Milano",3 ,530.000
70 , con ascensore,"Bilocale in via luigi varanini, Brianza-Pasteur, Milano",2 ,205.000
270 , con ascensore,"Appartamento in Romagna, Milano",7 ,990.000
60 ,,Bilocale a Magnago,2 ,110.000
45 ,,"Bilocale in Brenta, Milano",2 ,125.000
120 , con ascensore,"Quadrilocale in Ariosto-Magenta, Milano",4 ,580.000
80 , ,"Bilocale in via cortina, Parabiago",2 ,95.000
80 , con ascensore,"Trilocale in via cenisio, s.n.c, Sempione, Milano",3 ,300.000
120 , con ascensore,"Trilocale in via privata Giovanni Battista Carta, 24, Crescenzago, Milano",3 ,225.000
62 , con ascensore,"Bilocale in via ., s.n.c, Rosate",2 ,115.000
95 , senza ascensore,"Trilocale in comune di vermezzo, s.n.c, Vermezzo",3 ,220.000
150 ,,"Casa indipendente in Bubbiano, s.n.c, Bubbiano",3 ,169.000
280 , con ascensore,"Appartamento in via Pinerolo, 74, San Siro, Milano",8 ,1.455.000
280 , con ascensore,"Appartamento su due piani in via Pinerolo, 74, San Siro, Milano",8 ,1.455.000
45 , con ascensore,"Monolocale in via dei Mille, 1, Vimodrone",,99.000
130 , con ascensore,"Appartamento in Zanardini, 10, Turro, Milano",5 ,390.000
50 , con ascensore,"Bilocale in via Giovanna d'Arco, s.n.c, Centro, Sesto San Giovanni",2 ,129.000
90 , senza ascensore,"Trilocale in piazza Liberta, 3, Vaprio d'Adda",3 ,196.000
106 , con ascensore,"Trilocale in via Lunigiana, s.n.c, Brianza-Pasteur, Milano",3 ,470.000
55 , senza ascensore,"Monolocale in Comune di Rosate, s.n.c, Rosate",,60.000
45 , senza ascensore,"Bilocale in via Nuoro, 39, Gorla, Milano",2 ,84.000
178 ,,"Trilocale in via Ilarione Rancati, 12, Gorla, Milano",3 ,260.000
155 , con ascensore,Appartamento su due piani a Paderno Dugnano,4 ,398.000
135 , con ascensore,"Trilocale in via Bramante, s.n.c, Cenisio-Sarpi, Milano",3 ,668.000
65 , con ascensore,"Bilocale in via Giacomo Filippo Lacaita, 6, Corvetto, Milano",2 ,185.000
120 , con ascensore,"Quadrilocale in via Vittani, s.n.c, Quarto Oggiaro-Euromilano, Milano",4 ,267.000
235 , con ascensore,"Appartamento in via Pinerolo, 74, San Siro, Milano",6 ,875.000
97 ,,Trilocale a Pessano con Bornago,3 ,288.000
90 , con ascensore,"Trilocale in via Copernico, Corsico",3 ,180.000
60 , con ascensore,"Bilocale in via Piave, 5, Arluno",2 ,125.000
70 , con ascensore,"Bilocale in via ., s.n.c, Rosate",2 ,130.000
65 , con ascensore,"Bilocale in via Roncaglia, 27, San Vittore-Washington, Milano",2 ,249.000
125 , con ascensore,"Appartamento su due piani in via Vallazze, s.n.c, Romagna, Milano",3 ,600.000
80 , con ascensore,"Bilocale in via Zuccoli, 8, Greco-Villaggio dei Giornalisti, Milano",2 ,300.000
117 , con ascensore,"Trilocale in via ., s.n.c, Rosate",3 ,185.000
30 , con ascensore,Monolocale a Magenta,,102.000
105 , con ascensore,"Trilocale in via Piave, 5, Arluno",3 ,242.000
55 , senza ascensore,"Bilocale in via Piave, 5, Arluno",2 ,98.000
84 , senza ascensore,"Bilocale in corso San Gottardo, s.n.c, Bligny-Toscana, Milano",2 ,420.000
120 ,,Trilocale a Pessano con Bornago,3 ,286.545
102 , con ascensore,Appartamento su due piani a Pessano con Bornago,4 ,254.952
76 , con ascensore,"Trilocale in comune di bubbiano, s.n.c, Bubbiano",3 ,130.000
122 ,,Quadrilocale a Pessano con Bornago,4 ,361.500
165 ,,"Villetta bifamiliare in via ., s.n.c, Vermezzo",4 ,310.000
85 , senza ascensore,"Trilocale in via XX Settembre, s.n.c, Gudo Visconti",3 ,159.000
67 , con ascensore,"Trilocale in via gino severini, s.n.c, Rogoredo-Santa Giulia, Milano",3 ,210.000
65 , con ascensore,"Bilocale in via del futurismo, s.n.c, Rogoredo-Santa Giulia, Milano",2 ,215.000
95 , senza ascensore,"Trilocale in via alessandro volta, 228, Senago",3 ,195.000
80 ,,"Trilocale in via privata carlo fornara, s.n.c, Bande Nere, Milano",3 ,249.000
130 , con ascensore,"Trilocale in Chiesa Rossa, Milano",3 ,425.000
245 , con ascensore,"Attico in via borgonuovo, Brera-Montenapoleone, Milano",5 ,2.620.000
75 , con ascensore,"Bilocale in piazza insubria, 10, Martini-Cuoco, Milano",2 ,220.000
70 , con ascensore,"Bilocale in via don giovanni calabria, Udine, Milano",2 ,235.000
50 ,,"Villa in via della orombella, Cambiago",3 ,155.000
367 , con ascensore,"Attico in via borgonuovo, Brera-Montenapoleone, Milano",5 ,3.880.000
75 ,,"Bilocale in via garofalo, Romagna, Milano",2 ,275.000
130 , con ascensore,"Trilocale in via borgonuovo, Brera-Montenapoleone, Milano",3 ,1.300.000
117 , con ascensore,"Trilocale in via alessandro manzoni, Rozzano",3 ,277.000
130 , con ascensore,"Quadrilocale in via giacomo matteotti, Bollate",4 ,290.000
60 , con ascensore,"Bilocale in via della martinella, Bisceglie, Milano",2 ,115.000
90 , con ascensore,"Trilocale in via carlo marx, Dei Parchi-Cascina Gatti-Parpagliona, Sesto San Giovanni",3 ,169.000
75 , con ascensore,"Bilocale in via corsica, Argonne-Corsica, Milano",2 ,320.000
360 ,,"Villa in via vitruvio, s.n.c, Centrale, Milano",6 ,1.090.000
52 , ,"Bilocale in carrobbio, Vetra-Missori, Milano",2 ,350.000
90 ,,"Trilocale in via cassanese, 200, Segrate Centro, Segrate",3 ,155.000
150 , con ascensore,"Trilocale in via lambertenghi, s.n.c, Garibaldi-Isola, Milano",3 ,580.000
75 , con ascensore,"Bilocale in via filippo baldinucci, s.n.c, Dergano, Milano",2 ,165.000
240 ,,Villa a Busto Garolfo,6 ,350.000
95 ,,"Trilocale in via dante alighieri, Bollate",3 ,198.000
120 , ,"Trilocale in via privata antonio meucci, Crescenzago, Milano",3 ,185.000
190 , con ascensore,"Attico in via giuseppe ripamonti, s.n.c, Vigentino, Milano",5 ,650.000
300 ,,Villetta a schiera a Cologno Monzese,6 ,380.000
195 , con ascensore,"Appartamento in Bligny-Toscana, Milano",5 ,900.000
173 , con ascensore,"Appartamento in via carlo poma, Indipendenza-Regina Giovanna, Milano",6 ,772.450
150 , con ascensore,"Appartamento in piazzale bacone, s.n.c, Abruzzi, Milano",5 ,750.000
159 , con ascensore,Quadrilocale a Cornaredo,4 ,309.000
300 ,,"Villetta bifamiliare in Fiera, Milano",10 ,1.480.000
65 , con ascensore,"Bilocale in via abruzzi, s.n.c, Romagna, Milano",2 ,172.500
140 , con ascensore,"Trilocale in Moscova-Repubblica, Milano",3 ,1.000.000
300 , con ascensore,"Appartamento in San Vittore-Washington, Milano",6 ,1.090.000
155 , con ascensore,Quadrilocale a Corsico,4 ,275.000
135 , con ascensore,"Trilocale in via lodovico muratori, Cinque Giornate-Montenero-Libia, Milano",3 ,625.000
90 ,,"Trilocale in via vittorio barzoni, Corvetto, Milano",3 ,185.000
50 , ,"Bilocale in via guglielmo marconi, 29, Trezzo sull'Adda",2 ,103.000
160 ,,Trilocale a Cologno Monzese,3 ,275.000
40 ,,"Monolocale in via piave, 5, Arluno",,70.000
90 ,,"Trilocale in via copernico, 8, Pero",3 ,240.000
113 ,,"Trilocale in via giuseppe garibaldi, s.n.c, Gessate",3 ,242.200
126 , senza ascensore,Quadrilocale a Gessate,4 ,235.000
70 , con ascensore,"Bilocale in via padova, 142, Turro, Milano",2 ,140.000
74 ,,"Appartamento su due piani in via g. paisiello, s.n.c, Romagna, Milano",2 ,265.000
240 , con ascensore,"Appartamento in dezza, 47, San Vittore-Washington, Milano",5 ,1.150.000
500 , con ascensore,"Attico in via santa maria pedone, 3, Zona Sant`Ambrogio-Università Cattolica, Milano",15 ,5.000.000
211 ,,"Casa indipendente in vicolo bellaria, 4, Vanzaghello",4 ,245.000
66 , con ascensore,"Bilocale in via giulio cesare procaccini, 17, Cenisio-Sarpi, Milano",2 ,360.000
90 , senza ascensore,"Trilocale in piazza giuseppe pasolini, 2, Istria, Milano",3 ,250.000
63 , senza ascensore,"Trilocale in via gian battista casella, s.n.c, Varesina-Testori, Milano",3 ,45.750
85 , con ascensore,"Trilocale in via carlo farini, 53, Garibaldi-Isola, Milano",3 ,255.000
100 , senza ascensore,"Trilocale in comune di rosate, s.n.c, Rosate",3 ,149.000
170 , con ascensore,"Appartamento su due piani in rizzoli, Udine, Milano",4 ,375.000
100 ,,"Bilocale in via francesco sforza, Tribunale, Milano",2 ,540.000
82 , ,Trilocale a Cologno Monzese,3 ,165.000
90 , con ascensore,"Trilocale in via giacomo antonini, 32, Vigentino, Milano",3 ,399.000
62 , senza ascensore,"Bilocale in via privata chiasso, 7, Varesina-Testori, Milano",2 ,125.000
91 , con ascensore,"Trilocale in via bronzetti, Indipendenza-Regina Giovanna, Milano",3 ,643.000
350 ,,"Proprietà rustica in via ospitaletto, Bollate",4 ,185.000
103 , con ascensore,"Trilocale in via giuseppe garibaldi, 16, Gessate",3 ,247.800
174 , con ascensore,"Attico in via giuseppe garibaldi, s.n.c, Gessate",5 ,425.800
142 ,,"Quadrilocale in via giuseppe garibaldi, s.n.c, Gessate",4 ,306.200
126 , senza ascensore,Quadrilocale a Masate,4 ,235.000
115 ,,"Trilocale in via augusto anfossi, Cinque Giornate-Montenero-Libia, Milano",3 ,495.000
73 , con ascensore,"Bilocale in via murillo, 46, Fiera, Milano",2 ,165.000
74 , con ascensore,"Bilocale in via murillo, 46, Fiera, Milano",2 ,170.000
65 , con ascensore,"Bilocale in via giuseppe tartini, 37, Dergano, Milano",2 ,140.000
88 , con ascensore,"Trilocale in via mario borsa, s.n.c, Gallaratese, Milano",3 ,160.000
125 ,,"Trilocale in via g.galieli, Senago",3 ,288.000
218 , ,"Villa in via guglielmo pepe, Paderno Dugnano",5 ,685.000
110 , senza ascensore,"Appartamento in largo rapallo, 1, Cà Granda, Milano",5 ,185.000
90 , con ascensore,"Bilocale in via don grioli, 12, Affori, Milano",2 ,250.000
45 , senza ascensore,"Bilocale in via menabrea, 33, Dergano, Milano",2 ,159.000
55 , con ascensore,"Bilocale in via carlo farini, 59, Garibaldi-Isola, Milano",2 ,159.000
95 , con ascensore,"Trilocale in via carlo farini, 38, Garibaldi-Isola, Milano",3 ,359.000
100 , con ascensore,"Trilocale in via stelvio, 50, Istria, Milano",3 ,400.000
220 , con ascensore,"Appartamento in via morozzo della rocca, San Vittore-Washington, Milano",5 ,1.700.000
120 , con ascensore,"Trilocale in via brisa, Zona Sant`Ambrogio-Università Cattolica, Milano",3 ,900.000
103 , senza ascensore,"Bilocale in via della chiesa, 3, Magnago",2 ,125.000
60 , con ascensore,"Bilocale in via giuseppe tartini, 14, Dergano, Milano",2 ,175.000
55 , con ascensore,"Bilocale in via stelvio, 50, Istria, Milano",2 ,280.000
138 , con ascensore,"Trilocale in via manzotti, 16, Dergano, Milano",3 ,720.000
280 ,,"Villetta a schiera in via fratelli cairoli, 3, Novate Milanese",5 ,580.000
290 ,,"Villa in via piave, s.n.c, Corbetta",5 ,450.000
74 , senza ascensore,"Trilocale in municipio di calvignasco, s.n.c, Calvignasco",3 ,75.000
65 , con ascensore,"Bilocale in via sarca, 163, Bicocca, Milano",2 ,158.000
162 , con ascensore,"Attico in via giulio cesare procaccini, 17, Cenisio-Sarpi, Milano",5 ,1.200.000
108 , con ascensore,"Trilocale in via martiri della libertà, Melzo",3 ,316.000
107 , con ascensore,"Trilocale in via san rocco, Melzo",3 ,315.000
53 , con ascensore,"Bilocale in via san rocco, Melzo",2 ,156.000
82 , con ascensore,"Trilocale in via san rocco, Melzo",3 ,248.000
110 , con ascensore,"Trilocale in via martiri della libertà, Melzo",3 ,334.000
107 , con ascensore,"Trilocale in via martiri della libertà, Melzo",3 ,325.000
85 , con ascensore,"Trilocale in via martiri della libertà, Melzo",3 ,248.000
89 , con ascensore,"Trilocale in via martiri della libertà, Melzo",3 ,261.000
60 , con ascensore,"Bilocale in via martiri della libertà, Melzo",2 ,180.000
75 , con ascensore,"Trilocale in via milano, Garbagnate Milanese",3 ,139.000
50 , con ascensore,"Bilocale in via monte bianco, Bollate",2 ,80.000
90 , con ascensore,"Trilocale in via meravigli, Duomo-Castello, Milano",3 ,580.000
80 , con ascensore,"Bilocale in via carlo giuseppe merlo, Vittorio Emanuele-Augusto, Milano",2 ,560.000
110 , con ascensore,"Trilocale in via martiri della libertà, Melzo",3 ,323.000
110 , con ascensore,"Trilocale in via martiri della libertà, Melzo",3 ,323.000
93 , con ascensore,"Trilocale in via san rocco, Melzo",3 ,281.000
122 , con ascensore,"Trilocale in via martiri della libertà, Melzo",3 ,355.000
55 , con ascensore,"Bilocale in Cinisello, Cinisello Balsamo",2 ,90.000
52 , senza ascensore,"Bilocale in via privata filippo abbiati, s.n.c, Morgantini, Milano",2 ,88.500
60 ,,"Bilocale in via romolo gessi, 55, San Vittore-Washington, Milano",2 ,315.000
90 ,,"Trilocale in via salasco, Bligny-Toscana, Milano",3 ,325.000
135 , con ascensore,"Quadrilocale in via cinque giornate, Bollate",4 ,249.000
75 , con ascensore,Bilocale a San Giuliano Milanese,2 ,105.000
147 , con ascensore,"Quadrilocale in via amatore sciesa, 21, Cinque Giornate-Montenero-Libia, Milano",4 ,910.000
38 , ,"Monolocale in via lodovico settala, 34, Centrale, Milano",,170.000
107 , senza ascensore,"Quadrilocale in via francesco goya, s.n.c, San Siro, Milano",4 ,170.250
125 , con ascensore,"Appartamento in via vincenzo monti, Ariosto-Magenta, Milano",6 ,580.000
70 , con ascensore,"Bilocale in via monte sabotino, 11, Paderno Dugnano",2 ,125.000
97 , con ascensore,"Trilocale in Gambara, 7, Bande Nere, Milano",3 ,445.000
130 , con ascensore,"Quadrilocale in via soperga, 32, Brianza-Pasteur, Milano",4 ,420.000
72 , con ascensore,"Bilocale in de grada, s.n.c, Rozzano",2 ,172.000
139 , senza ascensore,"Appartamento su due piani in comune di bubbiano, s.n.c, Bubbiano",3 ,149.000
50 , con ascensore,"Bilocale in via alessandro milesi, Città Studi, Milano",2 ,148.000
55 , con ascensore,"Bilocale in via francesco cavezzali, Turro, Milano",2 ,139.000
210 ,,"Villetta bifamiliare in Bubbiano, s.n.c, Bubbiano",3 ,239.000
100 ,,"Casale/cascina in via della rimembranza, s.n.c, Rosate",2 ,142.000
80 , con ascensore,"Trilocale in via gramsci, 45, Segrate Centro, Segrate",3 ,180.000
38 , senza ascensore,"Monolocale in via bodoni, 9, Accursio, Milano",,70.000
95 , con ascensore,"Trilocale in via balbo, s.n.c, Bligny-Toscana, Milano",3 ,500.000
90 , con ascensore,"Trilocale in via balbo, s.n.c, Bligny-Toscana, Milano",3 ,480.000
40 , con ascensore,"Monolocale in via san giovanna d'arco, s.n.c, Centro, Sesto San Giovanni",,84.000
75 ,,"Appartamento su due piani in via carlo torre, s.n.c, Navigli-Porta Genova, Milano",2 ,210.000
164 , senza ascensore,"Trilocale in via roma, s.n.c, Calvignasco",3 ,159.000
67 , con ascensore,"Bilocale in via evangelista torricelli, s.n.c, Navigli-Porta Genova, Milano",2 ,255.000
120 , con ascensore,"Trilocale in via gran sasso, 37, Romagna, Milano",3 ,580.000
75 , senza ascensore,"Trilocale in via liscate, Gorla, Milano",3 ,145.000
70 , senza ascensore,"Bilocale in via lombardia, Cologno Monzese",2 ,80.000
55 , senza ascensore,"Bilocale in bubbiano, s.n.c, Bubbiano",2 ,100.000
150 ,,"Villetta a schiera in via ., s.n.c, Rosate",4 ,255.000
65 , con ascensore,"Bilocale in via Rovereto, s.n.c, Brianza-Pasteur, Milano",2 ,220.000
70 ,,"Bilocale in via Ponte Nuovo, 15, Gorla, Milano",2 ,195.000
95 ,,"Trilocale in via Ponte Nuovo, 15, Gorla, Milano",3 ,270.000
200 ,,"Villetta bifamiliare in via ., s.n.c, Calvignasco",4 ,239.000
60 , con ascensore,"Bilocale in via vittorio emanuele ii, 21, Cuggiono",2 ,140.000
85 , senza ascensore,"Trilocale in via don gnocchi, 2, Magnago",3 ,72.000
80 , con ascensore,"Bilocale in via camillo finocchiaro aprile, s.n.c, Palestro, Milano",2 ,430.000
732 ,,"Appartamento in via paullo, s.n.c, Cinque Giornate-Montenero-Libia, Milano",12 ,2.547.954
100 ,,"Casale/cascina in vicolo del portone, 5, Vanzaghello",3 ,50.000
132 , senza ascensore,"Trilocale in via san rocco, 45, Vanzaghello",3 ,150.000
90 , ,Trilocale a Cologno Monzese,3 ,120.000
70 ,,"Bilocale in Naviglio Grande-Barona, Milano",2 ,250.000
155 ,,"Quadrilocale in Naviglio Grande-Barona, Milano",4 ,585.000
55 , ,"Bilocale in via giuseppe giusti, Bollate",2 ,98.000
230 , ,"Villa in Rogoredo-Santa Giulia, Milano",5 ,360.000
