size,elevator,address,rooms,price
60 , con ascensore,Bilocale a Pozzuolo Martesana,2 ,122.000
112 , con ascensore,Trilocale a Pozzuolo Martesana,3 ,226.000
60 , ,Bilocale a Cambiago,2 ,65.000
108 , con ascensore,Trilocale a Peschiera Borromeo,3 ,265.000
225 ,,Casa indipendente a Arluno,6 ,225.000
110 , con ascensore,Quadrilocale a Peschiera Borromeo,4 ,265.000
60 , con ascensore,"Bilocale in Rogoredo-Santa Giulia, Milano",2 ,155.000
466 ,,Villa a Parabiago,6 ,420.000
130 , con ascensore,Quadrilocale a Magnago,4 ,235.000
200 ,,Villetta a schiera a Magnago,5 ,280.000
110 , con ascensore,Trilocale a Magnago,3 ,195.000
74 ,,Bilocale a Vanzaghello,2 ,135.000
130 , ,Quadrilocale a Magnago,4 ,229.000
100 ,,Trilocale a Vanzaghello,3 ,215.000
160 ,,Casa indipendente a Vanzaghello,5 ,185.000
220 ,,Villetta a schiera a Vanzaghello,5 ,320.000
74 , con ascensore,Trilocale a Vanzaghello,3 ,152.000
187 ,,Villa a Magnago,4 ,352.500
205 , con ascensore,"Appartamento in Brera-Montenapoleone, Milano",5 ,2.200.000
155 , con ascensore,"Trilocale in Sempione, Milano",3 ,750.000
150 , con ascensore,"Quadrilocale in San Siro, Milano",4 ,930.000
457 , con ascensore,"Attico in San Siro, Milano",3 ,2.400.000
200 , con ascensore,"Quadrilocale in Ariosto-Magenta, Milano",4 ,1.800.000
70 , ,Bilocale a Magnago,2 ,136.000
125 ,,Villa a Magnago,4 ,300.000
180 ,,Villa a Vanzaghello,5 ,358.000
180 ,,Villa a Magnago,5 ,223.000
143 ,,Quadrilocale a Vanzaghello,4 ,261.000
175 ,,Appartamento a Magnago,5 ,235.000
65 ,,Bilocale a Arconate,2 ,155.000
52 ,,Bilocale a Magnago,2 ,110.000
70 , con ascensore,Trilocale a Dairago,3 ,155.000
45 ,,Bilocale a Parabiago,2 ,110.000
80 ,,Trilocale a Parabiago,3 ,190.000
110 ,,Trilocale a Parabiago,3 ,220.000
180 ,,Villetta a schiera a Vanzaghello,5 ,320.000
90 , con ascensore,Trilocale a Vanzaghello,3 ,189.700
65 , con ascensore,Bilocale a Dresano,2 ,85.000
90 ,,Trilocale a Carpiano,3 ,189.000
65 , con ascensore,"Bilocale in Legnarello-Frati-Olmina, Legnano",2 ,68.000
144 , senza ascensore,"Appartamento su due piani in via nobile della croce, 2, Magnago",4 ,150.000
75 ,,"Bilocale in via boito, Bollate",2 ,213.000
120 , con ascensore,"Quadrilocale in Balsamo, Cinisello Balsamo",4 ,245.000
65 , con ascensore,Bilocale a Abbiategrasso,2 ,117.000
280 , ,Villa a Pioltello,6 ,448.000
42 , con ascensore,"Bilocale in via paolo sarpi, Sempione, Milano",2 ,270.000
90 ,,"Trilocale in Rondò-Torretta, Sesto San Giovanni",3 ,205.000
55 ,,"Bilocale in Rondinella-Baraggia-Restellone, Sesto San Giovanni",2 ,105.000
90 ,,"Trilocale in Crocetta-Parco Nord, Cinisello Balsamo",3 ,139.000
110 ,,Quadrilocale a Colturano,4 ,160.000
200 ,,Villa a Dresano,5 ,329.000
70 , con ascensore,Bilocale a Mediglia,2 ,88.000
85 , con ascensore,Bilocale a Peschiera Borromeo,2 ,225.000
60 , con ascensore,"Bilocale in via ranzoni, 4, Fiera, Milano",2 ,245.000
90 ,,"Trilocale in via privata paolo paruta, Turro, Milano",3 ,419.000
104 , con ascensore,"Trilocale in Lodovico il Moro, Milano",3 ,460.000
75 ,,"Trilocale in Lodovico il Moro, Milano",3 ,238.000
160 ,,Villa a Peschiera Borromeo,3 ,570.000
115 , con ascensore,"Quadrilocale in Città Studi, Milano",4 ,298.000
85 , ,Trilocale a Cuggiono,3 ,85.000
130 ,,Casa indipendente a Magnago,3 ,85.000
180 , ,Proprietà rustica a Magnago,6 ,80.000
55 , ,Bilocale a Cesano Boscone,2 ,98.000
100 , con ascensore,Trilocale a Colturano,3 ,165.000
100 ,,Trilocale a Peschiera Borromeo,3 ,175.000
120 ,,Proprietà rustica a Magnago,,80.000
60 , con ascensore,Bilocale a Pioltello,2 ,115.000
80 , senza ascensore,Bilocale a Pioltello,2 ,150.000
100 , con ascensore,"Trilocale in Romagna, Milano",3 ,470.000
220 ,,Villa a Pioltello,5 ,365.000
140 ,,Trilocale a Pioltello,3 ,290.000
150 , ,Villetta bifamiliare a Pioltello,5 ,530.000
210 ,,Villa a Pioltello,4 ,390.000
280 , ,Casa indipendente a Pioltello,6 ,448.000
200 , ,Villa a Pioltello,5 ,550.000
110 ,,"Quadrilocale in Sempione, Milano",4 ,298.000
103 , ,"Quadrilocale in via fornace cavallino, Opera",4 ,105.000
230 ,,Casa indipendente a Santo Stefano Ticino,6 ,440.000
290 , con ascensore,"Appartamento in Ariosto-Magenta, Milano",6 ,2.500.000
145 , con ascensore,"Quadrilocale in Ariosto-Magenta, Milano",4 ,1.385.000
90 , ,Trilocale a Vignate,3 ,180.000
55 , senza ascensore,Bilocale a Buccinasco,2 ,110.000
84 ,,"Bilocale in Portello-Tre Torri, Milano",2 ,420.000
200 , senza ascensore,"Attico in Città Studi, Milano",4 ,1.150.000
35 ,,Bilocale a Pioltello,2 ,140.000
110 , con ascensore,"Trilocale in Naviglio Grande-Barona, Milano",3 ,280.000
30 , con ascensore,"Bilocale in Naviglio Grande-Barona, Milano",2 ,69.000
106 , con ascensore,Trilocale a Pieve Emanuele,3 ,253.000
87 , con ascensore,"Trilocale in felice venosta, 27, Naviglio Grande-Barona, Milano",3 ,320.000
55 , ,Bilocale a Cesano Boscone,2 ,90.000
70 , con ascensore,"Bilocale in via vittorio emanuele ii, 21, Buccinasco",2 ,128.000
120 , con ascensore,"Trilocale in Garibaldi-Isola, Milano",3 ,1.100.000
60 , senza ascensore,"Bilocale in parenzo, 8, Lodovico il Moro, Milano",2 ,95.000
59 ,,Bilocale a Cernusco sul Naviglio,2 ,150.794
50 , con ascensore,Bilocale a Vimodrone,2 ,119.000
70 , ,Bilocale a Cesano Boscone,2 ,112.000
118 ,,Trilocale a Busto Garolfo,3 ,179.000
200 , con ascensore,Appartamento a Paderno Dugnano,5 ,200.000
30 , con ascensore,"Monolocale in Navigli-Porta Genova, Milano",,69.000
90 , con ascensore,"Trilocale in Balsamo, Cinisello Balsamo",3 ,255.000
71 , con ascensore,Bilocale a Villa Cortese,2 ,135.000
131 , con ascensore,Quadrilocale a Villa Cortese,4 ,258.000
99 , con ascensore,Trilocale a Villa Cortese,3 ,215.000
113 , con ascensore,Quadrilocale a Villa Cortese,4 ,225.000
125 , con ascensore,Quadrilocale a Villa Cortese,4 ,248.000
70 , ,Bilocale a Dresano,2 ,120.000
130 , ,Trilocale a Arluno,3 ,170.000
65 , ,"Bilocale in Centro, Rho",2 ,97.000
105 , con ascensore,Quadrilocale a Trezzano sul Naviglio,4 ,255.000
70 ,,"Bilocale in Cinisello, Cinisello Balsamo",2 ,224.000
90 , senza ascensore,Trilocale a Magenta,3 ,164.000
71 , con ascensore,"Bilocale in via prato vecchio, Bubbiano",2 ,73.050
130 , ,Trilocale a Casorezzo,3 ,170.000
170 ,,Villa a Bernate Ticino,5 ,295.000
78 ,,"Trilocale in Crocetta-Parco Nord, Cinisello Balsamo",3 ,85.000
90 , con ascensore,Trilocale a Paullo,3 ,195.000
85 , con ascensore,"Trilocale in via paolo rotta, 13, Niguarda, Milano",3 ,175.000
90 ,,Trilocale a Robecco sul Naviglio,3 ,200.000
60 ,,Bilocale a Paderno Dugnano,2 ,135.000
65 , senza ascensore,Bilocale a Pozzuolo Martesana,2 ,72.000
100 , con ascensore,"Trilocale in Lodovico il Moro, Milano",3 ,190.000
70 , con ascensore,"Bilocale in via orbetello, 1, Udine, Milano",2 ,168.000
220 ,,Villa a Pioltello,5 ,365.000
85 , con ascensore,"Trilocale in marochetti, 11, Corvetto, Milano",3 ,230.000
95 , con ascensore,Trilocale a Trezzano sul Naviglio,3 ,198.000
60 ,,"Bilocale in Centro, Sesto San Giovanni",2 ,140.000
110 , con ascensore,"Trilocale in Solari-Savona-Tortona, Milano",3 ,369.000
85 , con ascensore,Trilocale a Dresano,3 ,148.000
120 , ,Quadrilocale a Mediglia,4 ,225.000
175 ,,Villetta a schiera a Mediglia,4 ,249.000
75 , con ascensore,Bilocale a Peschiera Borromeo,2 ,190.000
80 , con ascensore,Trilocale a Peschiera Borromeo,3 ,199.000
90 ,,Trilocale a Peschiera Borromeo,3 ,209.000
230 ,,Villa a Bollate,3 ,440.000
85 ,,"Trilocale in Rondinella-Baraggia-Restellone, Sesto San Giovanni",3 ,189.000
260 ,,Villa a Colturano,5 ,395.000
180 ,,Villa a Dresano,4 ,320.000
60 , ,Bilocale a Peschiera Borromeo,2 ,87.000
100 , con ascensore,Trilocale a Peschiera Borromeo,3 ,219.000
90 ,,Trilocale a Peschiera Borromeo,3 ,220.000
135 , con ascensore,Trilocale a Locate Triulzi,3 ,265.000
250 ,,Villetta a schiera a Paderno Dugnano,5 ,390.000
110 ,,"Appartamento su due piani in via luigi cadorna, 64, Cormano",4 ,245.000
154 ,,Trilocale a Marcallo con Casone,3 ,320.000
50 , senza ascensore,Bilocale a Bussero,2 ,69.000
110 ,,Trilocale a Mediglia,3 ,119.000
98 , con ascensore,Attico a Locate Triulzi,3 ,175.000
100 , ,Trilocale a Inveruno,3 ,155.000
70 ,,"Trilocale in Portello-Tre Torri, Milano",3 ,260.000
80 , ,Trilocale a Settimo Milanese,3 ,84.000
80 , ,"Trilocale in San Carlo-San Paolo-Stellanda, Rho",3 ,129.000
280 ,,Villa a Pioltello,5 ,448.000
150 ,,Villa a Pioltello,6 ,530.000
380 ,,Villa a Pioltello,4 ,530.000
100 ,,Trilocale a Cologno Monzese,3 ,189.000
65 ,,"Bilocale in Quarto Oggiaro-Euromilano, Milano",2 ,135.000
35 ,,Bilocale a Pioltello,2 ,129.000
75 ,,"Bilocale in Comasina-Bruzzano, Milano",2 ,170.000
48 , ,"Bilocale in Bovisa, Milano",2 ,125.000
130 , con ascensore,"Trilocale in Govone, Milano",3 ,435.000
80 ,,Trilocale a Peschiera Borromeo,3 ,188.000
90 , senza ascensore,"Trilocale in Cinisello, Cinisello Balsamo",3 ,160.000
60 ,,"Bilocale in Crescenzago, Milano",2 ,168.000
33 , con ascensore,"Monolocale in via grazia deledda, Brianza-Pasteur, Milano",,140.000
120 , con ascensore,Trilocale a Vizzolo Predabissi,3 ,180.000
175 ,,"Casa indipendente in via mangiagalli, 4, Città Studi, Milano",5 ,520.000
60 , senza ascensore,"Bilocale in piazza sire raul, s.n.c, Teodosio-Porpora, Milano",2 ,125.000
200 ,,"Quadrilocale in San Giovanni, Rho",4 ,345.000
55 , ,Bilocale a Rozzano,2 ,84.000
140 ,,Villetta a schiera a Marcallo con Casone,4 ,245.000
120 , con ascensore,"Trilocale in Vetra-Missori, Milano",3 ,890.000
200 ,,Villetta bifamiliare a Bollate,3 ,450.000
120 , ,Quadrilocale a Peschiera Borromeo,4 ,198.000
55 , con ascensore,Bilocale a Peschiera Borromeo,2 ,200.000
130 , con ascensore,"Quadrilocale in Baggio, Milano",4 ,360.000
90 ,,"Trilocale in via gran sasso, s.n.c, Novate Milanese",3 ,220.000
100 , con ascensore,Trilocale a Magenta,3 ,255.000
55 , con ascensore,Bilocale a Peschiera Borromeo,2 ,125.000
90 , con ascensore,Trilocale a Melzo,3 ,248.000
80 ,,"Bilocale in Argonne-Corsica, Milano",2 ,248.000
180 ,,Proprietà rustica a Abbiategrasso,6 ,300.000
68 , senza ascensore,"Bilocale in via mazzini, 8, Corsico",2 ,118.000
130 , con ascensore,Trilocale a Melegnano,3 ,265.000
90 , con ascensore,Trilocale a Colturano,3 ,150.000
330 , con ascensore,"Attico in pietro cossa, Palestro, Milano",5 ,3.800.000
77 , con ascensore,"Trilocale in Cenisio-Sarpi, Milano",3 ,424.000
171 ,,"Attico in Cenisio-Sarpi, Milano",5 ,1.059.000
50 , ,"Bilocale in Morgantini, Milano",2 ,160.000
100 , con ascensore,"Quadrilocale in via aretusa, 33, Bande Nere, Milano",4 ,269.000
75 , senza ascensore,Bilocale a Locate Triulzi,2 ,169.000
470 ,,Villa a Albairate,8 ,715.000
70 , con ascensore,"Bilocale in Lorenteggio-Giambellino, Milano",2 ,165.000
90 , con ascensore,"Trilocale in Greco-Villaggio dei Giornalisti, Milano",3 ,170.000
75 ,,"Trilocale in Cinisello, Cinisello Balsamo",3 ,123.000
55 , con ascensore,"Bilocale in Crocetta-Parco Nord, Cinisello Balsamo",2 ,100.000
110 , con ascensore,"Trilocale in Garibaldi-Isola, Milano",3 ,840.000
150 ,,Casa indipendente a Marcallo con Casone,3 ,179.000
135 , con ascensore,"Quadrilocale in carlo marx, 345, Dei Parchi-Cascina Gatti-Parpagliona, Sesto San Giovanni",4 ,250.000
100 , ,Trilocale a Paderno Dugnano,3 ,280.000
300 ,,Villa a Bollate,4 ,600.000
120 , con ascensore,Trilocale a Paderno Dugnano,3 ,325.000
181 , con ascensore,"Quadrilocale in Varesina-Testori, Milano",4 ,445.000
235 ,,Villa a Magenta,6 ,625.000
50 , con ascensore,"Bilocale in Bovisa, Milano",2 ,125.000
47 , con ascensore,"Bilocale in Indipendenza-Regina Giovanna, Milano",2 ,291.400
95 ,,Villa a Carpiano,3 ,139.000
98 , con ascensore,Trilocale a Locate Triulzi,3 ,188.000
86 , con ascensore,Trilocale a Paderno Dugnano,3 ,219.000
68 , con ascensore,Bilocale a Bollate,2 ,168.000
89 , con ascensore,Trilocale a Paderno Dugnano,3 ,241.000
56 , con ascensore,"Bilocale in piazza belloveso, 2, Niguarda, Milano",2 ,119.000
85 , con ascensore,"Trilocale in Cinisello, Cinisello Balsamo",3 ,260.000
80 ,,"Bilocale in via magellano, 3, Dergano, Milano",2 ,138.000
63 ,,"Trilocale in Lodovico il Moro, Milano",3 ,162.000
68 , con ascensore,"Bilocale in Cenisio-Sarpi, Milano",2 ,374.000
600 ,,Villa a Nerviano,8 ,1.790.000
70 , con ascensore,Bilocale a Cusano Milanino,2 ,190.000
130 ,,Quadrilocale a Paderno Dugnano,4 ,260.000
145 , con ascensore,"Quadrilocale in Campo dei Fiori, Cinisello Balsamo",4 ,250.000
55 , senza ascensore,"Bilocale in Cinisello, Cinisello Balsamo",2 ,89.000
100 , ,Trilocale a Vittuone,3 ,125.000
70 , con ascensore,"Trilocale in Navigli-Porta Genova, Milano",3 ,185.000
90 , con ascensore,Trilocale a Abbiategrasso,3 ,129.000
60 , con ascensore,"Bilocale in Varesina-Testori, Milano",2 ,169.000
90 , ,Trilocale a Robecco sul Naviglio,3 ,205.000
127 , con ascensore,"Bilocale in Garibaldi-Isola, Milano",2 ,1.200.000
130 ,,"Quadrilocale in Naviglio Grande-Barona, Milano",4 ,300.000
80 ,,Trilocale a Abbiategrasso,3 ,118.000
45 ,,Bilocale a Abbiategrasso,2 ,65.000
520 ,,Casa indipendente a Abbiategrasso,6 ,480.000
200 ,,Appartamento a Paderno Dugnano,5 ,395.000
55 , ,Bilocale a San Giorgio Su Legnano,2 ,89.000
70 , ,Bilocale a Colturano,2 ,119.000
83 , con ascensore,Bilocale a Locate Triulzi,2 ,157.000
40 ,,"Bilocale in via marco d'agrate, Ortles, Milano",2 ,62.000
55 , con ascensore,"Bilocale in Istria, Milano",2 ,178.000
80 , con ascensore,"Trilocale in Teodosio-Porpora, Milano",3 ,240.000
123 , con ascensore,Trilocale a Abbiategrasso,3 ,309.000
110 , con ascensore,"Trilocale in via forze armate, 260, Baggio, Milano",3 ,280.000
60 , con ascensore,"Bilocale in Greco-Villaggio dei Giornalisti, Milano",2 ,180.000
180 , con ascensore,Quadrilocale a Buccinasco,4 ,350.000
150 , con ascensore,Quadrilocale a Buccinasco,4 ,450.000
170 ,,Villa a Ossona,4 ,314.000
54 , con ascensore,"Monolocale in Govone, Milano",,210.000
50 , con ascensore,"Bilocale in Cà Granda, Milano",2 ,85.000
180 , con ascensore,"Appartamento in Turro, Milano",5 ,320.000
70 ,,Trilocale a Marcallo con Casone,3 ,59.000
95 , con ascensore,Trilocale a Cesano Boscone,3 ,225.000
75 , con ascensore,"Bilocale in via volterra, San Vittore-Washington, Milano",2 ,380.000
55 , ,"Bilocale in Passirana-Biringhello, Rho",2 ,59.900
128 , senza ascensore,"Appartamento in Indipendenza-Regina Giovanna, Milano",5 ,499.000
200 ,,"Villetta bifamiliare in San Giovanni, Rho",4 ,250.000
250 ,,"Quadrilocale in Bligny-Toscana, Milano",4 ,830.000
240 , ,Appartamento a Paderno Dugnano,5 ,320.000
280 ,,Villa a Albairate,4 ,560.000
140 ,,Trilocale a Rodano,3 ,270.000
128 ,,Trilocale a Marcallo con Casone,3 ,187.000
90 ,,"Trilocale in Bisceglie, Milano",3 ,250.000
65 , con ascensore,Bilocale a Cesano Boscone,2 ,118.000
110 , con ascensore,Trilocale a Buccinasco,3 ,189.000
200 ,,Villa a Arluno,4 ,380.000
100 ,,"Trilocale in via nino bixio, Bollate",3 ,395.000
62 , con ascensore,"Bilocale in Centro, Sesto San Giovanni",2 ,80.000
82 , con ascensore,"Bilocale in Martini-Cuoco, Milano",2 ,369.000
166 , ,"Appartamento in Martini-Cuoco, Milano",5 ,879.000
74 , ,"Bilocale in Martini-Cuoco, Milano",2 ,386.000
85 , con ascensore,Trilocale a Cesano Boscone,3 ,125.000
60 , con ascensore,Bilocale a Buccinasco,2 ,174.000
190 ,,Villetta a schiera a Corsico,5 ,348.000
280 ,,Villetta a schiera a Cologno Monzese,5 ,355.000
100 , con ascensore,Trilocale a Cologno Monzese,3 ,235.000
70 , ,Trilocale a Abbiategrasso,3 ,88.000
381 ,,Appartamento a Abbiategrasso,7 ,685.000
101 , ,Trilocale a Abbiategrasso,3 ,220.000
90 , con ascensore,Trilocale a Abbiategrasso,3 ,177.000
90 , con ascensore,Trilocale a Abbiategrasso,3 ,159.000
72 , con ascensore,Bilocale a Abbiategrasso,2 ,139.000
56 , ,Bilocale a Abbiategrasso,2 ,135.000
168 ,,Villetta a schiera a Abbiategrasso,4 ,310.000
200 ,,Quadrilocale a Abbiategrasso,4 ,280.000
63 , con ascensore,Bilocale a Abbiategrasso,2 ,128.000
125 , con ascensore,"Quadrilocale in Cenisio-Sarpi, Milano",4 ,725.000
40 , con ascensore,Monolocale a Pioltello,,140.000
68 ,,"Bilocale in Cinisello, Cinisello Balsamo",2 ,110.000
400 ,,"Attico in San Siro, Milano",10 ,1.800.000
92 , con ascensore,Trilocale a Locate Triulzi,3 ,180.000
92 , ,Trilocale a Mediglia,3 ,169.000
105 , senza ascensore,"Trilocale in via monterotondo, 3, Niguarda, Milano",3 ,190.000
75 , senza ascensore,"Trilocale in via ponti carmine, 10, Vermezzo",3 ,135.000
99 , con ascensore,Trilocale a Cologno Monzese,3 ,232.000
100 , ,Appartamento a Peschiera Borromeo,5 ,310.000
110 ,,Trilocale a Pozzuolo Martesana,3 ,230.000
100 , con ascensore,Trilocale a Melzo,3 ,239.000
69 ,,"Bilocale in Quarto Oggiaro-Euromilano, Milano",2 ,149.000
180 ,,Villa a Dresano,4 ,210.000
55 , con ascensore,Bilocale a Abbiategrasso,2 ,110.000
73 ,,Bilocale a Abbiategrasso,2 ,172.000
87 , con ascensore,"Trilocale in via felice venosta, 27, Naviglio Grande-Barona, Milano",3 ,320.000
85 ,,Trilocale a Parabiago,3 ,90.000
92 , ,"Quadrilocale in Lucernate-Ghisolfa, Rho",4 ,110.000
100 , con ascensore,"Quadrilocale in via frugoni, 26, Niguarda, Milano",4 ,290.000
107 , con ascensore,"Trilocale in Navigli-Porta Genova, Milano",3 ,687.000
92 ,,Trilocale a Mesero,3 ,153.000
330 , con ascensore,"Appartamento in San Vittore-Washington, Milano",5 ,2.700.000
128 ,,Quadrilocale a Marcallo con Casone,4 ,260.000
213 ,,Villetta a schiera a Abbiategrasso,4 ,295.000
90 , con ascensore,Bilocale a Buccinasco,2 ,168.000
85 , con ascensore,"Trilocale in via fratelli rosselli, s.n.c, Sulmona, Milano",3 ,215.000
150 , con ascensore,Quadrilocale a Buccinasco,4 ,425.000
43 ,,"Bilocale in via monza, Brianza-Pasteur, Milano",2 ,155.000
230 ,,"Appartamento in Mercalli-Quadronno, Milano",6 ,1.800.000
70 ,,Bilocale a Lainate,2 ,85.000
50 ,,Bilocale a Settimo Milanese,2 ,90.000
75 , ,Bilocale a Cassano d'Adda,2 ,107.000
121 ,,Quadrilocale a Cassano d'Adda,4 ,239.000
180 , senza ascensore,"Appartamento in Indipendenza-Regina Giovanna, Milano",5 ,845.000
420 ,,"Villa in Fiera, Milano",8 ,2.650.000
165 , con ascensore,"Quadrilocale in Centrale, Milano",4 ,820.000
84 ,,"Trilocale in Naviglio Grande-Barona, Milano",3 ,335.000
58 , con ascensore,Bilocale a Pregnana Milanese,2 ,138.912
50 ,,"Bilocale in Greco-Villaggio dei Giornalisti, Milano",2 ,125.000
70 ,,Bilocale a Cernusco sul Naviglio,2 ,149.000
52 , ,Bilocale a Masate,2 ,100.000
180 ,,Villetta a schiera a Casorezzo,3 ,290.000
110 ,,Bilocale a Pogliano Milanese,2 ,143.000
90 , con ascensore,Trilocale a Vittuone,3 ,149.000
150 , ,Trilocale a Pioltello,3 ,290.000
150 ,,Villa a Peschiera Borromeo,5 ,310.000
330 ,,Proprietà rustica a Ozzero,8 ,150.000
130 , con ascensore,Trilocale a Buccinasco,3 ,430.000
85 , con ascensore,Trilocale a Buccinasco,3 ,275.000
100 ,,Trilocale a Buccinasco,3 ,320.000
70 ,,Bilocale a Buccinasco,2 ,125.000
70 , ,Trilocale a Buccinasco,3 ,140.000
78 ,,Bilocale a Abbiategrasso,2 ,165.000
100 , ,Trilocale a Albairate,3 ,190.000
192 , con ascensore,Quadrilocale a Abbiategrasso,4 ,630.000
210 ,,Villa a Bernate Ticino,3 ,258.000
98 ,,Trilocale a Abbiategrasso,3 ,179.000
95 ,,Trilocale a Robecco sul Naviglio,3 ,175.000
65 ,,Bilocale a Abbiategrasso,2 ,68.000
55 ,,Bilocale a Peschiera Borromeo,2 ,150.000
90 ,,"Trilocale in Centro, Rho",3 ,155.000
35 ,,"Monolocale in Centro, Rho",,48.000
62 , con ascensore,Bilocale a Abbiategrasso,2 ,210.000
145 ,,Appartamento a Gessate,5 ,205.000
90 , con ascensore,Trilocale a Gessate,3 ,205.000
145 ,,Quadrilocale a Trezzano Rosa,4 ,260.000
75 , ,Trilocale a Grezzago,3 ,150.000
100 ,,Trilocale a Pozzo d'Adda,3 ,178.000
83 , senza ascensore,"Bilocale in Vittorio Emanuele-Augusto, Milano",2 ,720.000
250 ,,Villa a Abbiategrasso,4 ,830.000
137 ,,Trilocale a Trezzano Rosa,3 ,238.000
75 , senza ascensore,"Trilocale in Sant'Eusebio, Cinisello Balsamo",3 ,142.000
70 ,,"Trilocale in Naviglio Grande-Barona, Milano",3 ,250.000
240 ,,Villa a Pregnana Milanese,4 ,580.000
60 , con ascensore,Bilocale a Trezzo sull'Adda,2 ,89.000
60 , con ascensore,Bilocale a Vaprio d'Adda,2 ,80.000
100 ,,Trilocale a Pozzo d'Adda,3 ,180.000
60 ,,Bilocale a Pozzo d'Adda,2 ,107.000
89 , con ascensore,Trilocale a Paderno Dugnano,3 ,241.000
110 ,,"Trilocale in Lorenteggio-Giambellino, Milano",3 ,340.000
115 , senza ascensore,"Trilocale in Garibaldi-Isola, Milano",3 ,410.000
104 , con ascensore,Bilocale a Cologno Monzese,2 ,246.000
145 , con ascensore,Trilocale a Cologno Monzese,3 ,348.000
116 ,,Trilocale a Cologno Monzese,3 ,267.000
127 , con ascensore,Trilocale a Cologno Monzese,3 ,299.000
126 , con ascensore,Bilocale a Cologno Monzese,2 ,292.000
98 ,,Bilocale a Cologno Monzese,2 ,226.000
100 , con ascensore,Trilocale a Inzago,3 ,178.000
113 , con ascensore,Trilocale a Cologno Monzese,3 ,272.000
180 ,,Villetta a schiera a Mediglia,4 ,255.000
76 , con ascensore,Bilocale a Cologno Monzese,2 ,178.000
61 , con ascensore,Bilocale a Cologno Monzese,2 ,147.000
85 , con ascensore,Trilocale a Magnago,3 ,165.000
93 , con ascensore,Trilocale a Cologno Monzese,3 ,220.000
106 , con ascensore,Trilocale a Cologno Monzese,3 ,256.000
100 , senza ascensore,Trilocale a Locate Triulzi,3 ,269.000
60 , con ascensore,Bilocale a Settimo Milanese,2 ,104.000
82 , con ascensore,"Bilocale in Martini-Cuoco, Milano",2 ,369.000
225 , con ascensore,"Appartamento in Navigli-Porta Genova, Milano",5 ,1.680.000
82 , con ascensore,"Bilocale in Martini-Cuoco, Milano",2 ,369.000
100 ,,"Trilocale in Abruzzi, Milano",3 ,460.000
114 , con ascensore,"Trilocale in Ariosto-Magenta, Milano",3 ,790.000
85 , con ascensore,Trilocale a Abbiategrasso,3 ,159.000
110 , con ascensore,"Trilocale in Sant'Eusebio, Cinisello Balsamo",3 ,209.000
105 ,,Trilocale a Cassinetta di Lugagnano,3 ,238.000
240 ,,"Attico in Fiera, Milano",7 ,2.050.000
95 , con ascensore,"Trilocale in via martiri di cefalonia, Opera",3 ,205.000
240 , con ascensore,Appartamento a Abbiategrasso,6 ,648.000
113 , con ascensore,Trilocale a Abbiategrasso,3 ,160.000
165 , con ascensore,Appartamento a Abbiategrasso,5 ,395.000
180 ,,Villa a Abbiategrasso,5 ,298.000
62 ,,Bilocale a Robecco sul Naviglio,2 ,115.000
105 , con ascensore,Trilocale a Abbiategrasso,3 ,135.000
240 , con ascensore,Attico a Abbiategrasso,4 ,438.000
85 , ,Trilocale a Cisliano,3 ,130.000
150 ,,Villetta bifamiliare a Abbiategrasso,4 ,250.000
95 , con ascensore,Trilocale a Ozzero,3 ,120.000
123 , ,Attico a Abbiategrasso,4 ,250.000
195 ,,Casa indipendente a Abbiategrasso,4 ,250.000
120 , con ascensore,Quadrilocale a Abbiategrasso,4 ,219.000
60 , con ascensore,Bilocale a Abbiategrasso,2 ,87.000
68 , con ascensore,Bilocale a Abbiategrasso,2 ,73.000
61 , con ascensore,Bilocale a Trezzano sul Naviglio,2 ,142.000
93 , con ascensore,Trilocale a Abbiategrasso,3 ,189.000
60 ,,Bilocale a Abbiategrasso,2 ,120.000
82 ,,Trilocale a Abbiategrasso,3 ,149.000
95 , con ascensore,Trilocale a Abbiategrasso,3 ,124.000
67 , ,Bilocale a Cisliano,2 ,137.000
121 , con ascensore,Trilocale a Cologno Monzese,3 ,286.000
80 , con ascensore,Trilocale a Cologno Monzese,3 ,193.000
124 , con ascensore,Appartamento su due piani a Cologno Monzese,2 ,292.000
115 , con ascensore,Trilocale a Cologno Monzese,3 ,282.000
76 , con ascensore,Trilocale a Cologno Monzese,3 ,184.000
108 , con ascensore,Appartamento su due piani a Cologno Monzese,2 ,254.000
80 ,,Trilocale a Inzago,3 ,195.000
100 ,,"Trilocale in via Monte Grappa, 27, Magenta",3 ,110.000
160 , con ascensore,"Quadrilocale in via giotto, 2, Basiglio",4 ,435.000
380 ,,"Villa in via Arluno, 45, Pogliano Milanese",8 ,550.000
64 , con ascensore,"Bilocale in via volturno, 5, San Donato Milanese",2 ,200.000
235 , con ascensore,"Appartamento in via Beatrice d´Este, Bligny-Toscana, Milano",6 ,1.000.000
55 ,,"Bilocale in via Benigno Crespi, Dergano, Milano",2 ,135.000
85 , con ascensore,Trilocale a Cornaredo,3 ,195.000
45 , senza ascensore,Monolocale a Zelo Surrigone,,75.000
55 , con ascensore,"Bilocale in via delle forze armate, Bande Nere, Milano",2 ,120.000
60 , con ascensore,"Bilocale in 1 Maggio, Cinisello, Cinisello Balsamo",2 ,135.000
80 , senza ascensore,"Trilocale in piazza Tirana, Lorenteggio-Giambellino, Milano",3 ,192.000
